Target: 
Point: (0.5027738810697134, 0.49801825794281307, 0.5000627028567192)
Point: (0.5060050333689772, 0.5022348072132192, 0.5007185760098345)
Point: (0.49983577901751347, 0.49853064905668815, 0.49762718829323127)
Point: (0.49994017534200763, 0.5026266783731872, 0.5042435406428502)

Execution 1
Generation 1 | Average Generation Fitness: 0.7435246370477427 | Best Fitness: 0.7979075455461467 | Population Length: 20
Generation 756 | Average Generation Fitness: 0.7557779408544056 | Best Fitness: 0.8207954087596565 | Population Length: 20
Generation 757 | Average Generation Fitness: 0.755455026340388 | Best Fitness: 0.8206748677932165 | Population Length: 20
Generation 758 | Average Generation Fitness: 0.7504339859199843 | Best Fitness: 0.7906052489237848 | Population Length: 20
Generation 759 | Average Generation Fitness: 0.7489801928024158 | Best Fitness: 0.7992710350810527 | Population Length: 20
Generation 760 | Average Generation Fitness: 0.73696199946314 | Best Fitness: 0.7829847066321348 | Population Length: 20
Generation 761 | Average Generation Fitness: 0.7437678002973942 | Best Fitness: 0.789325901366782 | Population Length: 20
Generation 762 | Average Generation Fitness: 0.753850342501314 | Best Fitness: 0.7958239873172467 | Population Length: 20
Generation 763 | Average Generation Fitness: 0.7470592513677358 | Best Fitness: 0.7958239873172467 | Population Length: 20
Generation 764 | Average Generation Fitness: 0.7590023746226271 | Best Fitness: 0.8109621234795634 | Population Length: 20
Generation 765 | Average Generation Fitness: 0.7577310294066371 | Best Fitness: 0.8112806411737162 | Population Length: 20
Generation 766 | Average Generation Fitness: 0.7609335514361188 | Best Fitness: 0.8109621234795634 | Population Length: 20
Generation 767 | Average Generation Fitness: 0.7523186887296783 | Best Fitness: 0.8120704745755678 | Population Length: 20
Generation 768 | Average Generation Fitness: 0.7417139419297658 | Best Fitness: 0.8120704745755678 | Population Length: 20
Generation 769 | Average Generation Fitness: 0.7392780804324743 | Best Fitness: 0.7772796555318858 | Population Length: 20
Generation 770 | Average Generation Fitness: 0.7586895201556958 | Best Fitness: 0.8088354766745433 | Population Length: 20
Generation 771 | Average Generation Fitness: 0.7455743234685945 | Best Fitness: 0.7856586217890849 | Population Length: 20
Generation 772 | Average Generation Fitness: 0.7559935172413075 | Best Fitness: 0.7937815316434162 | Population Length: 20
Generation 773 | Average Generation Fitness: 0.737103539929452 | Best Fitness: 0.8038419581597033 | Population Length: 20
Generation 774 | Average Generation Fitness: 0.7479405650445325 | Best Fitness: 0.7885446585765525 | Population Length: 20
Generation 775 | Average Generation Fitness: 0.7508223629230298 | Best Fitness: 0.7922130458310599 | Population Length: 20
Generation 776 | Average Generation Fitness: 0.7543824793886806 | Best Fitness: 0.7964725354398225 | Population Length: 20
Generation 777 | Average Generation Fitness: 0.7526600887378593 | Best Fitness: 0.8094262514370686 | Population Length: 20
Generation 778 | Average Generation Fitness: 0.7549002921768612 | Best Fitness: 0.8094262514370686 | Population Length: 20
Generation 779 | Average Generation Fitness: 0.7497664601758278 | Best Fitness: 0.7944838524676977 | Population Length: 20
Generation 780 | Average Generation Fitness: 0.7458458057890495 | Best Fitness: 0.7892839846956307 | Population Length: 20
Generation 781 | Average Generation Fitness: 0.7461506533711354 | Best Fitness: 0.8131555645237026 | Population Length: 20
Generation 782 | Average Generation Fitness: 0.7608883362611761 | Best Fitness: 0.8123261255455241 | Population Length: 20
Generation 783 | Average Generation Fitness: 0.7524117866285035 | Best Fitness: 0.8113668830182681 | Population Length: 20
Generation 784 | Average Generation Fitness: 0.7474870756396779 | Best Fitness: 0.810677962507544 | Population Length: 20
Generation 785 | Average Generation Fitness: 0.7560231911337982 | Best Fitness: 0.810677962507544 | Population Length: 20
Generation 786 | Average Generation Fitness: 0.7493375918854469 | Best Fitness: 0.8140756145400966 | Population Length: 20
Generation 787 | Average Generation Fitness: 0.7489853479525037 | Best Fitness: 0.8056065397920563 | Population Length: 20
Generation 788 | Average Generation Fitness: 0.7523702431619815 | Best Fitness: 0.7938237474438509 | Population Length: 20
Generation 789 | Average Generation Fitness: 0.7463966040510452 | Best Fitness: 0.7962742667405256 | Population Length: 20
Generation 790 | Average Generation Fitness: 0.7407726026330514 | Best Fitness: 0.7962742667405256 | Population Length: 20
Generation 791 | Average Generation Fitness: 0.7393510720333879 | Best Fitness: 0.7867910181308142 | Population Length: 20
Generation 792 | Average Generation Fitness: 0.7455983899937795 | Best Fitness: 0.7907215645013068 | Population Length: 20
Generation 793 | Average Generation Fitness: 0.7486622157364133 | Best Fitness: 0.7935080197210086 | Population Length: 20
Generation 794 | Average Generation Fitness: 0.7528118163351478 | Best Fitness: 0.7977861707983139 | Population Length: 20
Generation 795 | Average Generation Fitness: 0.7527411438347689 | Best Fitness: 0.7977861707983139 | Population Length: 20
Generation 796 | Average Generation Fitness: 0.7477032040266322 | Best Fitness: 0.7977861707983139 | Population Length: 20
Generation 797 | Average Generation Fitness: 0.7423608252492633 | Best Fitness: 0.7977861707983139 | Population Length: 20
Generation 798 | Average Generation Fitness: 0.7553966805904524 | Best Fitness: 0.7859763352934948 | Population Length: 20
Generation 799 | Average Generation Fitness: 0.7509598730743989 | Best Fitness: 0.7934038203531106 | Population Length: 20
Generation 800 | Average Generation Fitness: 0.7483148870408252 | Best Fitness: 0.7934038203531106 | Population Length: 20
Generation 801 | Average Generation Fitness: 0.7448293641667388 | Best Fitness: 0.8160104596854391 | Population Length: 20
Generation 802 | Average Generation Fitness: 0.7403570369338784 | Best Fitness: 0.7961222032753937 | Population Length: 20
Generation 803 | Average Generation Fitness: 0.750650457883726 | Best Fitness: 0.8022741031787355 | Population Length: 20
Generation 804 | Average Generation Fitness: 0.7553707044387421 | Best Fitness: 0.7888273358281276 | Population Length: 20
Generation 805 | Average Generation Fitness: 0.7479491875195935 | Best Fitness: 0.8010696403580517 | Population Length: 20
Generation 806 | Average Generation Fitness: 0.7492104992926805 | Best Fitness: 0.8053023185013192 | Population Length: 20
Generation 807 | Average Generation Fitness: 0.7532480726202914 | Best Fitness: 0.7952975056962744 | Population Length: 20
Generation 808 | Average Generation Fitness: 0.7438512751768732 | Best Fitness: 0.7887413491375371 | Population Length: 20
Generation 809 | Average Generation Fitness: 0.7468926418053742 | Best Fitness: 0.799055687031068 | Population Length: 20
Generation 810 | Average Generation Fitness: 0.7557366856644981 | Best Fitness: 0.8065026595009069 | Population Length: 20
Generation 811 | Average Generation Fitness: 0.7527779087356276 | Best Fitness: 0.8065026595009069 | Population Length: 20
Generation 812 | Average Generation Fitness: 0.7532379339015842 | Best Fitness: 0.8065026595009069 | Population Length: 20
Generation 813 | Average Generation Fitness: 0.7531063351254432 | Best Fitness: 0.8074412460955526 | Population Length: 20
Generation 814 | Average Generation Fitness: 0.7597539011023453 | Best Fitness: 0.798175975804578 | Population Length: 20
Generation 815 | Average Generation Fitness: 0.7549892825093795 | Best Fitness: 0.8110054274275736 | Population Length: 20
Generation 816 | Average Generation Fitness: 0.7623985773886928 | Best Fitness: 0.8123240403476666 | Population Length: 20
Generation 817 | Average Generation Fitness: 0.7593586116360387 | Best Fitness: 0.8123240403476666 | Population Length: 20
Generation 818 | Average Generation Fitness: 0.7542572572744539 | Best Fitness: 0.8160900760017937 | Population Length: 20
Generation 819 | Average Generation Fitness: 0.7528264749824227 | Best Fitness: 0.8160900760017937 | Population Length: 20
Generation 820 | Average Generation Fitness: 0.757588288287279 | Best Fitness: 0.8169421436387696 | Population Length: 20
Generation 821 | Average Generation Fitness: 0.7590458663220823 | Best Fitness: 0.7966986046107029 | Population Length: 20
Generation 822 | Average Generation Fitness: 0.7562025132816078 | Best Fitness: 0.7969777848874261 | Population Length: 20
Generation 823 | Average Generation Fitness: 0.7592633546212534 | Best Fitness: 0.8042202675630367 | Population Length: 20
Generation 824 | Average Generation Fitness: 0.7444663787476238 | Best Fitness: 0.7969777848874261 | Population Length: 20
Generation 825 | Average Generation Fitness: 0.7685458578154911 | Best Fitness: 0.8156520152222234 | Population Length: 20
Generation 826 | Average Generation Fitness: 0.7649164500377759 | Best Fitness: 0.8130545595915721 | Population Length: 20
Generation 827 | Average Generation Fitness: 0.7551522879406682 | Best Fitness: 0.8130545595915721 | Population Length: 20
Generation 828 | Average Generation Fitness: 0.7634155102238108 | Best Fitness: 0.8130545595915721 | Population Length: 20
Generation 829 | Average Generation Fitness: 0.7456136613178421 | Best Fitness: 0.7959813742545578 | Population Length: 20
Generation 830 | Average Generation Fitness: 0.7520608488632038 | Best Fitness: 0.8072300314144818 | Population Length: 20
Generation 831 | Average Generation Fitness: 0.7622927263890246 | Best Fitness: 0.8072300314144818 | Population Length: 20
Generation 832 | Average Generation Fitness: 0.7451454414012519 | Best Fitness: 0.7899860608533057 | Population Length: 20
Generation 833 | Average Generation Fitness: 0.7456914027095839 | Best Fitness: 0.8053205804646343 | Population Length: 20
Generation 834 | Average Generation Fitness: 0.7549860643974856 | Best Fitness: 0.8089334379922453 | Population Length: 20
Generation 835 | Average Generation Fitness: 0.7445540225661038 | Best Fitness: 0.7881353809606569 | Population Length: 20
Generation 836 | Average Generation Fitness: 0.7494764685393885 | Best Fitness: 0.8042837443262643 | Population Length: 20
Generation 837 | Average Generation Fitness: 0.7474666534686598 | Best Fitness: 0.7851727185831515 | Population Length: 20
Generation 838 | Average Generation Fitness: 0.7522460295603444 | Best Fitness: 0.8198738093545717 | Population Length: 20
Generation 839 | Average Generation Fitness: 0.7575246368885273 | Best Fitness: 0.8051572934945459 | Population Length: 20
Generation 840 | Average Generation Fitness: 0.7475613321810841 | Best Fitness: 0.7959729875639592 | Population Length: 20
Generation 841 | Average Generation Fitness: 0.7452081243460276 | Best Fitness: 0.802128312445998 | Population Length: 20
Generation 842 | Average Generation Fitness: 0.7496343097459877 | Best Fitness: 0.802128312445998 | Population Length: 20
Generation 843 | Average Generation Fitness: 0.7469539052256577 | Best Fitness: 0.802128312445998 | Population Length: 20
Generation 844 | Average Generation Fitness: 0.7714119661718835 | Best Fitness: 0.8268921243813558 | Population Length: 20
Generation 845 | Average Generation Fitness: 0.7588967295209381 | Best Fitness: 0.8056764883802062 | Population Length: 20
Generation 846 | Average Generation Fitness: 0.7585500349245551 | Best Fitness: 0.8040643383172338 | Population Length: 20
Generation 847 | Average Generation Fitness: 0.7488629440573783 | Best Fitness: 0.8040643383172338 | Population Length: 20
Generation 848 | Average Generation Fitness: 0.7371922488255636 | Best Fitness: 0.8005228486966515 | Population Length: 20
Generation 849 | Average Generation Fitness: 0.7542155690767278 | Best Fitness: 0.7944805977589618 | Population Length: 20
Generation 850 | Average Generation Fitness: 0.7548589363155863 | Best Fitness: 0.7991989169889379 | Population Length: 20
Generation 851 | Average Generation Fitness: 0.7414155332952037 | Best Fitness: 0.7991989169889379 | Population Length: 20
Generation 852 | Average Generation Fitness: 0.7516520897797377 | Best Fitness: 0.7966937791552736 | Population Length: 20
Generation 853 | Average Generation Fitness: 0.7480197328474192 | Best Fitness: 0.8128892757787515 | Population Length: 20
Generation 854 | Average Generation Fitness: 0.7607336570814295 | Best Fitness: 0.8128892757787515 | Population Length: 20
Generation 855 | Average Generation Fitness: 0.7560946172346317 | Best Fitness: 0.8128892757787515 | Population Length: 20
Generation 856 | Average Generation Fitness: 0.7523241613776827 | Best Fitness: 0.8128892757787515 | Population Length: 20
Generation 857 | Average Generation Fitness: 0.7469804212493674 | Best Fitness: 0.8033126334107962 | Population Length: 20
Generation 858 | Average Generation Fitness: 0.7564753910834062 | Best Fitness: 0.8253732669540133 | Population Length: 20
Generation 859 | Average Generation Fitness: 0.7492034044846874 | Best Fitness: 0.8207228904561463 | Population Length: 20
Generation 860 | Average Generation Fitness: 0.7550959072129066 | Best Fitness: 0.8186918267617792 | Population Length: 20
Generation 861 | Average Generation Fitness: 0.7696988473848336 | Best Fitness: 0.8186918267617792 | Population Length: 20
Generation 862 | Average Generation Fitness: 0.7596635276104653 | Best Fitness: 0.8186918267617792 | Population Length: 20
Generation 863 | Average Generation Fitness: 0.7558784680694994 | Best Fitness: 0.8186918267617792 | Population Length: 20
Generation 864 | Average Generation Fitness: 0.7581488289901467 | Best Fitness: 0.8186918267617792 | Population Length: 20
Generation 865 | Average Generation Fitness: 0.7530101161258208 | Best Fitness: 0.8143084831404183 | Population Length: 20
Generation 866 | Average Generation Fitness: 0.7383252987735585 | Best Fitness: 0.7999854885803113 | Population Length: 20
